GERILIM REFERANS DEGERI ILETILEN BARANIN ADI:;BAYRAMHACILI_154;;;;;;;;
ILGILI BIRIMIN UNITELERININ NOMINAL AKTIF GUCU(Pnom):;23,5;23,5;;;;;;;
ILGILI BIRIMIN UNITELERININ ASIRI VE DUSUK ZORUNLU MVAR DEGERLERI (MVAR):;14,56;-7,72;14,56;-7,72;;;;;
VARSA ILGILI ANLASMA DAHILINDE SENKRON KOMPANSATOR HIZMET VEREBILEN UNITELERIN SENKRON KOMPASATOR DURUMUNDAKI ZORUNLU MVAR DEGERLERI (MVAR):;0;;;;;;;;
TARIH;SAAT;SIRA_NO;BARA_GER_kV;BARA_GER_SET_DEG_kV;TOP_REAKT_CIK_GUCU_MVAr;UNI_1_BIRIM_MKUD;UNI_2_BIRIM_MKUD;UNI_1_GEN_TER_AKT_CIK_GUCU_MW;UNI_2_GEN_TER_AKT_CIK_GUCU_MW
01.05.2026;21:10:00;1271;157,743;157,000;-15,805;14,100;14,100;20,647;21,994
01.05.2026;21:11:00;1272;157,956;157,000;-16,100;14,100;14,100;20,637;21,510
01.05.2026;21:12:00;1273;157,154;157,000;-15,237;14,100;14,100;20,731;21,531
01.05.2026;21:13:00;1274;157,475;157,000;-15,532;14,100;14,100;20,721;21,626
01.05.2026;21:14:00;1275;157,422;157,000;-15,700;14,100;14,100;20,668;21,531
01.05.2026;21:15:00;1276;158,063;157,000;-16,121;14,100;14,100;20,847;21,573
01.05.2026;21:16:00;1277;157,475;157,000;-15,426;14,100;14,100;20,858;21,363
01.05.2026;21:17:00;1278;157,689;157,000;-15,764;14,100;14,100;20,573;21,678
01.05.2026;21:18:00;1279;157,475;157,000;-15,616;14,100;14,100;20,647;21,510
01.05.2026;21:19:00;1280;157,582;157,000;-15,911;14,100;14,100;20,700;21,331
01.05.2026;21:20:00;1281;157,743;157,000;-16,163;14,100;14,100;20,721;21,205
01.05.2026;21:21:00;1282;157,208;157,000;-15,743;14,100;14,100;20,805;21,615
01.05.2026;21:22:00;1283;157,689;157,000;-15,658;14,100;14,100;20,637;21,542
01.05.2026;21:23:00;1284;157,689;157,000;-15,890;14,100;14,100;20,689;21,510
01.05.2026;21:24:00;1285;158,063;157,000;-16,352;14,100;14,100;20,647;21,563
01.05.2026;21:25:00;1286;158,063;157,000;-16,837;14,100;14,100;20,437;21,563
01.05.2026;21:26:00;1287;157,956;157,000;-16,142;14,100;14,100;20,489;21,384
01.05.2026;21:27:00;1288;157,475;157,000;-15,764;14,100;14,100;20,437;21,478
01.05.2026;21:28:00;1289;157,689;157,000;-15,679;14,100;14,100;20,479;21,563
01.05.2026;21:29:00;1290;157,208;157,000;-15,153;14,100;14,100;20,615;21,521
01.05.2026;21:30:00;1291;157,689;157,000;-15,785;14,100;14,100;20,731;21,531
01.05.2026;21:31:00;1292;157,582;157,000;-15,616;14,100;14,100;20,468;21,300
01.05.2026;21:32:00;1293;157,582;157,000;-16,331;14,100;14,100;20,615;21,426
01.05.2026;21:33:00;1294;157,529;157,000;-16,036;14,100;14,100;20,731;21,478
01.05.2026;21:34:00;1295;157,796;157,000;-16,309;14,100;14,100;20,531;21,542
01.05.2026;21:35:00;1296;158,545;157,000;-16,142;14,100;14,100;20,742;21,531
01.05.2026;21:36:00;1297;157,850;157,000;-16,331;14,100;14,100;20,752;21,457
01.05.2026;21:37:00;1298;157,956;157,000;-16,394;14,100;14,100;20,731;21,489
01.05.2026;21:38:00;1299;158,063;157,000;-16,606;14,100;14,100;20,542;21,720
01.05.2026;21:39:00;1300;158,598;157,000;-16,753;14,100;14,100;20,594;21,489
01.05.2026;21:40:00;1301;158,063;157,000;-16,225;14,100;14,100;20,805;21,584
01.05.2026;21:41:00;1302;158,010;157,000;-15,953;14,100;14,100;20,679;21,373
01.05.2026;21:42:00;1303;158,384;157,000;-16,268;14,100;14,100;20,668;21,689
01.05.2026;21:43:00;1304;158,865;157,000;-16,079;14,100;14,100;20,542;21,405
01.05.2026;21:44:00;1305;158,598;157,000;-15,827;14,100;14,100;20,626;21,405
01.05.2026;21:45:00;1306;158,865;157,000;-15,406;14,100;14,100;20,521;21,678
01.05.2026;21:46:00;1307;158,652;157,000;-15,511;14,100;14,100;20,584;21,584
01.05.2026;21:47:00;1308;158,652;157,000;-15,805;14,100;14,100;20,468;21,847
01.05.2026;21:48:00;1309;158,759;157,000;-15,616;14,100;14,100;20,668;21,773
01.05.2026;21:49:00;1310;158,598;157,000;-16,078;14,100;14,100;20,584;21,742
01.05.2026;21:50:00;1311;158,598;157,000;-16,205;14,100;14,100;20,563;21,542
01.05.2026;21:51:00;1312;158,331;157,000;-15,469;14,100;14,100;20,479;21,720
01.05.2026;21:52:00;1313;159,881;157,000;-17,469;14,100;14,100;20,668;21,794
01.05.2026;21:53:00;1314;159,828;157,000;-15,617;14,100;14,100;20,637;21,626
01.05.2026;21:54:00;1315;159,347;157,000;-14,416;14,100;14,100;20,563;21,584
01.05.2026;21:55:00;1316;159,881;157,000;-15,827;14,100;14,100;20,563;21,584
01.05.2026;21:56:00;1317;159,561;157,000;-15,932;14,100;14,100;20,752;21,626
01.05.2026;21:57:00;1318;159,079;157,000;-14,711;14,100;14,100;20,647;21,626
01.05.2026;21:58:00;1319;159,347;157,000;-15,364;14,100;14,100;20,573;21,699
01.05.2026;21:59:00;1320;159,988;157,000;-16,352;14,100;14,100;20,563;21,615
01.05.2026;22:00:00;1321;159,614;157,000;-15,426;14,100;14,100;20,700;21,668
01.05.2026;22:01:00;1322;159,721;157,000;-15,616;14,100;14,100;20,700;21,805
01.05.2026;22:02:00;1323;159,347;157,000;-15,574;14,100;14,100;20,594;21,826
01.05.2026;22:03:00;1324;160,095;157,000;-16,332;14,100;14,100;20,910;21,626
01.05.2026;22:04:00;1325;159,881;157,000;-15,532;14,100;14,100;20,489;21,584
01.05.2026;22:05:00;1326;159,828;157,000;-15,427;14,100;14,100;20,521;21,689
01.05.2026;22:06:00;1327;159,400;157,000;-15,764;14,100;14,100;20,594;21,794
01.05.2026;22:07:00;1328;159,668;157,000;-15,258;14,100;14,100;20,679;21,668
01.05.2026;22:08:00;1329;158,117;157,000;-13,237;14,100;14,100;20,826;21,521
01.05.2026;22:09:00;1330;158,384;157,000;-13,722;14,100;14,100;20,794;21,689
01.05.2026;22:10:00;1331;158,491;157,000;-16,248;14,100;14,100;20,626;21,542
01.05.2026;22:11:00;1332;159,400;157,000;-16,773;14,100;14,100;20,679;21,731
01.05.2026;22:12:00;1333;158,865;157,000;-16,290;14,100;14,100;20,689;21,647
01.05.2026;22:13:00;1334;159,026;157,000;-16,500;14,100;14,100;20,573;21,689
01.05.2026;22:14:00;1335;158,652;157,000;-16,521;14,100;14,100;20,731;21,720
01.05.2026;22:15:00;1336;158,812;157,000;-15,995;14,100;14,100;20,700;21,731
01.05.2026;22:16:00;1337;158,491;157,000;-16,058;14,100;14,100;20,573;21,573
01.05.2026;22:17:00;1338;158,652;157,000;-16,121;14,100;14,100;20,794;21,731
01.05.2026;22:18:00;1339;158,598;157,000;-15,490;14,100;14,100;20,721;21,794
01.05.2026;22:19:00;1340;158,224;157,000;-15,890;14,100;14,100;20,531;21,878
01.05.2026;22:20:00;1341;158,224;157,000;-15,448;14,100;14,100;20,510;21,794
01.05.2026;22:21:00;1342;157,850;157,000;-15,195;14,100;14,100;20,689;21,563
01.05.2026;22:22:00;1343;158,277;157,000;-16,120;14,100;14,100;20,689;21,699
01.05.2026;22:23:00;1344;158,812;157,000;-16,752;14,100;14,100;20,615;21,626
01.05.2026;22:24:00;1345;159,186;157,000;-16,373;14,100;14,100;20,573;21,742
01.05.2026;22:25:00;1346;159,454;157,000;-18,078;14,100;14,100;20,637;21,794
01.05.2026;22:26:00;1347;159,079;157,000;-16,627;14,100;14,100;20,584;21,689
01.05.2026;22:27:00;1348;159,614;157,000;-17,279;14,100;14,100;20,679;21,752
01.05.2026;22:28:00;1349;160,523;157,000;-17,469;14,100;14,100;20,752;21,542
01.05.2026;22:29:00;1350;160,149;157,000;-16,837;14,100;14,100;20,700;21,720
01.05.2026;22:30:00;1351;159,614;157,000;-16,037;14,100;14,100;20,615;21,836
01.05.2026;22:31:00;1352;160,202;157,000;-16,225;14,100;14,100;20,836;21,720
01.05.2026;22:32:00;1353;159,561;157,000;-15,532;14,100;14,100;20,594;21,742
01.05.2026;22:33:00;1354;159,293;157,000;-14,522;14,100;14,100;20,615;21,773
01.05.2026;22:34:00;1355;159,454;157,000;-16,732;14,100;14,100;20,626;21,594
01.05.2026;22:35:00;1356;158,919;157,000;-15,848;14,100;14,100;20,731;21,794
01.05.2026;22:36:00;1357;159,186;157,000;-15,953;14,100;14,100;20,637;21,805
01.05.2026;22:37:00;1358;157,743;157,000;-15,048;14,100;14,100;20,489;21,889
01.05.2026;22:38:00;1359;158,224;157,000;-15,700;14,100;14,100;20,700;21,689
01.05.2026;22:39:00;1360;158,224;157,000;-15,406;14,100;14,100;20,615;21,805
01.05.2026;22:40:00;1361;157,743;157,000;-15,364;14,100;14,100;20,584;21,836
01.05.2026;22:41:00;1362;158,063;157,000;-15,406;14,100;14,100;20,689;21,742
01.05.2026;22:42:00;1363;158,277;157,000;-15,784;14,100;14,100;20,773;21,689
01.05.2026;22:43:00;1364;158,384;157,000;-16,121;14,100;14,100;20,668;21,636
01.05.2026;22:44:00;1365;158,331;157,000;-16,184;14,100;14,100;20,742;21,794
01.05.2026;22:45:00;1366;158,063;157,000;-15,658;14,100;14,100;20,689;21,794
01.05.2026;22:46:00;1367;158,224;157,000;-16,522;14,100;14,100;20,752;21,310
01.05.2026;22:47:00;1368;158,117;157,000;-15,805;14,100;14,100;20,626;21,310
01.05.2026;22:48:00;1369;158,491;157,000;-16,963;14,100;14,100;20,994;21,068
01.05.2026;22:49:00;1370;159,347;157,000;-16,943;14,100;14,100;20,984;21,310
01.05.2026;22:50:00;1371;158,919;157,000;-16,605;14,100;14,100;21,005;21,384
01.05.2026;22:51:00;1372;158,812;157,000;-15,932;14,100;14,100;20,900;21,352
01.05.2026;22:52:00;1373;158,865;157,000;-16,795;14,100;14,100;20,942;21,300
01.05.2026;22:53:00;1374;159,186;157,000;-16,605;14,100;14,100;20,910;21,110
01.05.2026;22:54:00;1375;159,079;157,000;-17,111;14,100;14,100;21,100;21,215
01.05.2026;22:55:00;1376;159,561;157,000;-17,006;14,100;14,100;20,952;21,194
01.05.2026;22:56:00;1377;159,293;157,000;-17,132;14,100;14,100;20,942;21,363
01.05.2026;22:57:00;1378;159,133;157,000;-16,079;14,100;14,100;20,879;21,363
01.05.2026;22:58:00;1379;158,545;157,000;-14,816;14,100;14,100;20,931;21,257
01.05.2026;22:59:00;1380;158,384;157,000;-15,575;14,100;14,100;20,900;21,110
01.05.2026;23:00:00;1381;156,459;157,000;-13,112;14,100;14,100;20,794;21,415
01.05.2026;23:01:00;1382;156,780;157,000;-8,670;14,100;14,100;20,952;21,268
01.05.2026;23:02:00;1383;157,208;157,000;-9,639;14,100;14,100;21,173;21,257
01.05.2026;23:03:00;1384;157,208;157,000;-10,544;14,100;14,100;20,836;21,278
01.05.2026;23:04:00;1385;157,261;157,000;-7,681;14,100;14,100;21,068;21,310
01.05.2026;23:05:00;1386;157,047;157,000;-8,775;14,100;14,100;20,942;21,468
01.05.2026;23:06:00;1387;157,154;157,000;-9,976;14,100;14,100;20,879;21,163
01.05.2026;23:07:00;1388;157,154;157,000;-9,071;14,100;14,100;20,700;21,594
01.05.2026;23:08:00;1389;156,887;157,000;-5,998;14,100;14,100;20,805;21,415
01.05.2026;23:09:00;1390;157,582;157,000;-12,396;14,100;14,100;20,563;21,478
01.05.2026;23:10:00;1391;156,620;157,000;-11,301;14,100;14,100;20,731;21,468
01.05.2026;23:11:00;1392;156,887;157,000;-12,101;14,100;14,100;20,689;21,563
01.05.2026;23:12:00;1393;156,887;157,000;-12,838;14,100;14,100;20,752;21,415
01.05.2026;23:13:00;1394;158,331;157,000;-15,974;14,100;14,100;20,626;21,457
01.05.2026;23:14:00;1395;158,117;157,000;-15,658;14,100;14,100;20,531;21,542
01.05.2026;23:15:00;1396;157,689;157,000;-15,048;14,100;14,100;20,573;21,426
01.05.2026;23:16:00;1397;157,850;157,000;-15,006;14,100;14,100;20,489;21,742
01.05.2026;23:17:00;1398;157,422;157,000;-15,279;14,100;14,100;20,594;21,594
01.05.2026;23:18:00;1399;157,850;157,000;-16,184;14,100;14,100;20,721;21,478
01.05.2026;23:19:00;1400;157,208;157,000;-15,806;14,100;14,100;20,626;21,910
01.05.2026;23:20:00;1401;157,261;157,000;-14,269;14,100;14,100;20,521;21,857
01.05.2026;23:21:00;1402;156,940;157,000;-10,565;14,100;14,100;20,594;21,784
01.05.2026;23:22:00;1403;157,956;157,000;-14,143;14,100;14,100;20,563;21,847
01.05.2026;23:23:00;1404;157,850;157,000;-14,333;14,100;14,100;20,668;21,784
01.05.2026;23:24:00;1405;157,529;157,000;-13,470;14,100;14,100;20,700;21,994
01.05.2026;23:25:00;1406;157,422;157,000;-14,017;14,100;14,100;20,900;21,857
01.05.2026;23:26:00;1407;156,727;157,000;-12,438;14,100;14,100;20,773;21,742
01.05.2026;23:27:00;1408;157,582;157,000;-11,238;14,100;14,100;20,773;21,794
01.05.2026;23:28:00;1409;157,529;157,000;-14,775;14,100;14,100;20,700;21,805
01.05.2026;23:29:00;1410;157,689;157,000;-14,585;14,100;14,100;20,521;21,899
01.05.2026;23:30:00;1411;156,673;157,000;-11,364;14,100;14,100;20,721;22,110
01.05.2026;23:31:00;1412;157,208;157,000;-11,660;14,100;14,100;20,847;21,994
01.05.2026;23:32:00;1413;157,422;157,000;-15,406;14,100;14,100;20,858;21,836
01.05.2026;23:33:00;1414;158,331;157,000;-16,732;14,100;14,100;20,900;21,910
01.05.2026;23:34:00;1415;158,545;157,000;-16,563;14,100;14,100;20,910;21,836
01.05.2026;23:35:00;1416;158,117;157,000;-16,457;14,100;14,100;20,931;22,099
01.05.2026;23:36:00;1417;158,117;157,000;-15,931;14,100;14,100;21,068;21,847
01.05.2026;23:37:00;1418;158,865;157,000;-15,679;14,100;14,100;20,752;21,826
01.05.2026;23:38:00;1419;158,545;157,000;-11,911;14,100;14,100;20,826;21,994
01.05.2026;23:39:00;1420;158,384;157,000;-9,260;14,100;14,100;20,752;21,805
01.05.2026;23:40:00;1421;158,331;157,000;-7,787;14,100;14,100;20,805;21,689
01.05.2026;23:41:00;1422;158,598;157,000;-8,208;14,100;14,100;20,847;4,630
01.05.2026;23:42:00;1423;157,582;157,000;-7,198;14,100;14,100;20,805;0,894
01.05.2026;23:43:00;1424;158,598;157,000;-8,145;14,100;14,100;20,700;0,000
01.05.2026;23:44:00;1425;158,652;157,000;-7,745;14,100;14,100;20,889;0,000
01.05.2026;23:45:00;1426;157,850;157,000;-7,219;14,100;14,100;20,689;0,000
01.05.2026;23:46:00;1427;158,598;157,000;-7,913;14,100;14,100;20,826;0,000
01.05.2026;23:47:00;1428;157,796;157,000;-7,387;14,100;14,100;20,773;0,000
01.05.2026;23:48:00;1429;157,582;157,000;-7,240;14,100;14,100;20,626;0,000
01.05.2026;23:49:00;1430;158,652;157,000;-7,661;14,100;14,100;20,784;0,000
01.05.2026;23:50:00;1431;158,331;157,000;-7,829;14,100;14,100;20,910;0,000
01.05.2026;23:51:00;1432;158,652;157,000;-7,955;14,100;14,100;20,805;0,000
01.05.2026;23:52:00;1433;158,759;157,000;-8,440;14,100;14,100;20,910;0,000
01.05.2026;23:53:00;1434;159,828;157,000;-8,924;14,100;14,100;20,773;0,000
01.05.2026;23:54:00;1435;159,561;157,000;-6,356;14,100;14,100;20,858;0,000
01.05.2026;23:55:00;1436;160,149;157,000;-2,567;14,100;14,100;20,984;0,000
01.05.2026;23:56:00;1437;161,218;157,000;-0,084;14,100;14,100;20,847;0,000
01.05.2026;23:57:00;1438;160,470;157,000;0,862;14,100;14,100;20,826;0,000
01.05.2026;23:58:00;1439;159,828;157,000;0,042;14,100;14,100;20,858;0,000
01.05.2026;23:59:00;1440;159,668;157,000;-0,126;14,100;14,100;6,882;0,000
